Date,Lake,Satellite Sensor,Bloom Extent (KM2),Bloom Extent (% of Lake Area),Bloom Intensity (µg/L),Bloom Severity (µg/L km2),Valid Pixels (% of Lake Area),Site,Station Depth (m),Sample Depth (m),Sample Depth (category),Local Time (Eastern Time Zone),Latitude (decimal deg),Longitude (decimal deg),Wind speed (knots),Wave Height (ft),Sky,Secchi Depth (m),Sample Temperature (°C),CTD Temperature (°C),CTD Specific Conductivity (µS/cm),CTD Beam Attenuation (m-1),CTD Tramission (%),CTD Dissolved Oxygen (mg/L),CTD Photosynthetically Active Radiation (µE/m2/s),Turbidity (NTU),Particulate Microcystin (µg/L),Dissolved Microcystin (µg/L),Extracted Phycocyanin (µg/L),Chlorophyll_a,Total Phosphorus (µg P/L),Total Dissolved Phosphorus (µg P/L),Soluble Reactive Phosphorus (µg P/L),Ammonia (µg N/L),Nitrate + Nitrite (mg N/L),Urea (µg N/L),Particulate Organic Carbon (mg/L),Particulate Organic Nitrogen (mg/L),Dissolved Organic Carbon (mg/L),Colored Dissolved Organic Material absorbance (m-1) at 400nm,Total Suspended Solids (mg/L),Volatile Suspended Solids (mg/L)
2017-07-05,Lake Erie,OLCI-S3,158.4,0.59,62.42,9886.96,99.99,WE9,2.83,0.75,Surface,12:41,41.718,-83.423,6.19,1.28,sunny,0.1,,24.4,386.9,53.2,0,5.46,101.0,93.1,<0.1,<0.1,0.35,11.48,314.82,88.5,69.99,118.95,6.53,39.01,2.37,0.38,5.74,7.648,82.07,7.31
2017-07-05,Lake Erie,OLCI-S3,158.4,0.59,62.42,9886.96,99.99,WE12,6.94,0.75,Surface,11:36,41.7027,-83.2529,7.63,1.47,sunny,1.5,,23.2,269.1,2.5,53.2,7.19,1525.0,3.53,<0.1,<0.1,0.12,14.06,26.02,4.62,1.06,0.73,0.72,14.23,0.92,0.15,2.55,0.855,4.92,2.42
2017-07-05,Lake Erie,OLCI-S3,158.4,0.59,62.42,9886.96,99.99,WE12,,6.0,Bottom,,,,,,,,,22.9,266.4,2.3,56.5,6.27,31.0,,<0.1,<0.1,0.12,10.76,,,,,,,,,,,,
2017-07-05,Lake Erie,OLCI-S3,158.4,0.59,62.42,9886.96,99.99,WE13,9.29,0.75,Surface,9:47,41.7444,-83.1336,8.94,1.16,sunny,3.5,,22.4,238.5,1.4,71.3,8.01,1441.0,1.25,<0.1,<0.1,0.05,3.59,11.41,3.1,1.2,10.33,0.41,17.7,0.38,0.06,2.0,0.331,1.64,0.91
2017-07-05,Lake Erie,OLCI-S3,158.4,0.59,62.42,9886.96,99.99,WE13,,8.4,Bottom,,,,,,,,,22.3,239.6,2.5,53.9,5.71,87.0,,<0.1,<0.1,0.02,4.19,,,,,,,,,,,,
2017-07-05,Lake Erie,OLCI-S3,158.4,0.59,62.42,9886.96,99.99,WE15,4.78,0.75,Surface,10:38,41.6167,-83.0111,8.67,1.51,sunny,3.5,,23.0,243.3,1.5,67.9,7.67,1686.0,1.87,<0.1,<0.1,0.03,2.91,11.32,3.21,2.27,21.75,0.41,12.48,0.31,0.05,2.0,0.346,2.02,0.73
2017-07-11,Lake Erie,OLCI-S3,153.54,0.58,57.58,8840.11,99.99,WE2,5.75,0.75,Surface,13:13,41.7623,-83.3298,1.84,0.33,cloudy,,,25.4,335.3,1.5,68.2,6.22,770.0,2.66,0.95,<0.1,6.26,9.17,125.83,28.07,17.52,79.53,2.6,24.49,1.92,0.35,4.0,2.031,4.13,2.04
2017-07-11,Lake Erie,OLCI-S3,153.54,0.58,57.58,8840.11,99.99,WE2,,4.7,Bottom,,,,,,,,,25.3,336.1,1.6,67.7,4.49,39.0,,<0.1,<0.1,0.4,4.39,,,,,,,,,,,,
2017-07-11,Lake Erie,OLCI-S3,153.54,0.58,57.58,8840.11,99.99,WE4,8.84,0.75,Surface,8:56,41.8257,-83.195,7.97,0.63,cloudy,,,22.8,224.0,1.4,71.1,6.44,359.0,1.5,<0.1,<0.1,0.13,2.2,11.78,2.65,0.96,36.37,0.49,16.09,0.28,0.05,1.98,0.319,1.76,0.37
2017-07-11,Lake Erie,OLCI-S3,153.54,0.58,57.58,8840.11,99.99,WE6,3.02,0.75,Surface,12:21,41.7046,-83.3866,3.37,0.39,cloudy,,,24.6,389.9,1.8,64.5,4.81,647.0,4.35,<0.1,<0.1,0.02,1.94,116.37,88.56,69.45,125.12,5.83,33,0.32,0.06,5.73,4.059,2.7,0.77
2017-07-11,Lake Erie,OLCI-S3,153.54,0.58,57.58,8840.11,99.99,WE8,5.34,0.75,Surface,8:12,41.8318,-83.359,7.97,0.63,cloudy,,,23.6,287.5,1.1,75.2,6.1,276.0,2.15,0.12,0.11,0.39,2.28,27.18,12.26,6.81,63.03,0.98,22.69,0.46,0.08,2.89,1.017,2.22,0.87
2017-07-11,Lake Erie,OLCI-S3,153.54,0.58,57.58,8840.11,99.99,WE8,,4.6,Bottom,,,,,,,,,23.7,285.7,1.1,75.1,4.5,34.0,,<0.1,0.28,0.22,1.52,,,,,,,,,,,,
2017-07-11,Lake Erie,OLCI-S3,153.54,0.58,57.58,8840.11,99.99,WE9,2.67,0.75,Surface,12:41,41.7178,-83.4244,2.9,0.38,cloudy,,,24.6,406.3,36.6,0,6.17,49.0,56.7,<0.1,0.2,0.53,21.56,283.29,98.21,80.36,63.92,8.33,30.57,2.32,0.38,6.88,5.544,55.73,5.91
2017-07-11,Lake Erie,OLCI-S3,153.54,0.58,57.58,8840.11,99.99,WE12,6.78,0.75,Surface,11:33,41.7022,-83.2544,2.3,0.41,cloudy,,,23.9,273.8,1.7,65.5,7.13,469.0,2.55,<0.1,0.11,1.19,8.88,19.74,4.79,1.76,23.67,0.79,19.12,0.66,0.11,2.58,0.811,3.12,1.21
2017-07-11,Lake Erie,OLCI-S3,153.54,0.58,57.58,8840.11,99.99,WE12,,6.0,Bottom,,,,,,,,,23.4,272.0,2,60.3,4.62,23.0,,<0.1,<0.1,0.09,3.8,,,,,,,,,,,,
2017-07-11,Lake Erie,OLCI-S3,153.54,0.58,57.58,8840.11,99.99,WE13,9.21,0.75,Surface,9:38,41.7422,-83.1363,7.97,0.5,cloudy,,,22.9,231.7,1.5,68.4,5.97,381.0,1.58,<0.1,<0.1,0.12,3.43,12.83,3.42,2.62,35.91,0.59,15.17,0.37,0.06,2.71,0.436,2.12,0.65
2017-07-11,Lake Erie,OLCI-S3,153.54,0.58,57.58,8840.11,99.99,WE13,,8.3,Bottom,,,,,,,,,22.7,248.6,2.9,48.1,4.32,9.0,,<0.1,0.13,0.03,1.78,,,,,,,,,,,,
2017-07-11,Lake Erie,OLCI-S3,153.54,0.58,57.58,8840.11,99.99,WE15,4.78,0.75,Surface,10:30,41.6182,-83.0133,3.5,0.44,cloudy,,,23.5,245.6,1,77.5,6.23,459.0,1.35,<0.1,<0.1,0.04,1.18,11.91,4.63,2.2,34.08,0.43,20.7,0.13,0.03,2.14,0.378,1.28,0.23
2017-07-17,Lake Erie,OLCI-S3,167.85,0.63,50.33,8448.65,99.99,WE2,5.75,0.75,Surface,13:02,41.763,-83.3288,5.49,0.78,sunny,0.2,,26.1,310.8,12,4.9,7.03,354.0,25.7,<0.1,<0.1,0.46,19.79,182.05,78.14,64.26,353.38,4.75,25.96,1.26,0.22,4.02,4.383,21.28,1.62
2017-07-17,Lake Erie,OLCI-S3,167.85,0.63,50.33,8448.65,99.99,WE2,,4.9,Bottom,,,,,,,,,24.3,330.8,2.5,53.7,5.99,0.0,,<0.1,<0.1,<0.36,3.59,,,,,,,,,,,,
2017-07-17,Lake Erie,OLCI-S3,167.85,0.63,50.33,8448.65,99.99,WE4,8.68,0.75,Surface,8:55,41.8283,-83.1933,7,1.44,cloudy,4.5,,24.0,251.9,1.2,74.4,6.85,260.0,1.17,0.1,<0.1,<0.36,2.18,19.19,4.56,2.01,45.97,0.5,6.76,0.3,0.06,2.17,0.438,2.18,1.17
2017-07-17,Lake Erie,OLCI-S3,167.85,0.63,50.33,8448.65,99.99,WE6,3.17,0.75,Surface,12:10,41.7056,-83.3852,5.19,0.82,sunny,0.2,,24.6,313.8,16.9,1.4,5.21,244.0,40.3,<0.1,<0.1,0.1,3.25,252.64,124.59,100.05,113.51,5.33,54.95,0.87,0.2,5.72,5.662,24.73,4.71
2017-07-17,Lake Erie,OLCI-S3,167.85,0.63,50.33,8448.65,99.99,WE8,5.13,0.75,Surface,8:11,41.8353,-83.3581,8.94,1.29,cloudy,2.5,,24.5,350.1,1.8,64.7,6.86,140.0,2.81,<0.1,<0.1,0.02,7.56,76.97,46.59,31.84,67.23,3.96,23.29,0.48,0.1,4.18,2.58,2.0,1.9
2017-07-17,Lake Erie,OLCI-S3,167.85,0.63,50.33,8448.65,99.99,WE8,,4.2,Bottom,,,,,,,,,24.2,350.1,1.4,69.9,4.55,8.0,,<0.1,<0.1,<0.36,7.46,,,,,,,,,,,,
2017-07-17,Lake Erie,OLCI-S3,167.85,0.63,50.33,8448.65,99.99,WE9,2.72,0.75,Surface,12:31,41.7183,-83.4224,4.16,0.73,sunny,0.1,,25.4,323.5,48.7,0,5.12,30.0,79.1,<0.1,<0.1,0.2,5.74,349.99,120.73,96.7,53.9,4.86,52.8,1.89,0.34,6.07,5.719,67.8,6.57
2017-07-17,Lake Erie,OLCI-S3,167.85,0.63,50.33,8448.65,99.99,WE12,6.62,0.75,Surface,11:26,41.7032,-83.2525,4.27,0.87,sunny,0.8,,24.7,308.1,5.5,25.4,7.32,731.0,12.4,<0.1,<0.1,0.62,28.37,99.46,33.99,24.25,61.29,2.85,13.47,1.26,0.24,2.52,2.517,10.36,3.06
2017-07-17,Lake Erie,OLCI-S3,167.85,0.63,50.33,8448.65,99.99,WE12,,6.0,Bottom,,,,,,,,,24.3,317.8,5.2,27,6.23,0.0,,0.27,<0.1,<0.36,7.62,,,,,,,,,,,,
2017-07-17,Lake Erie,OLCI-S3,167.85,0.63,50.33,8448.65,99.99,WE13,9.08,0.75,Surface,9:35,41.7441,-83.1337,7,1.18,cloudy,2.5,,23.9,244.3,1.8,63.8,6.99,1140.0,2.69,<0.1,<0.1,<0.36,3.16,12.85,2.36,3.05,28.25,0.48,21.29,0.36,0.07,2.63,0.299,2.9,0.79
2017-07-17,Lake Erie,OLCI-S3,167.85,0.63,50.33,8448.65,99.99,WE13,,8.4,Bottom,,,,,,,,,23.9,244.4,1.8,64.1,5.8,23.0,,<0.1,<0.1,<0.36,3.46,,,,,,,,,,,,
2017-07-17,Lake Erie,OLCI-S3,167.85,0.63,50.33,8448.65,99.99,WE15,4.84,0.75,Surface,10:25,41.6187,-83.0105,4.59,0.95,partly sunny,2.5,,24.3,248.2,1.1,76.8,7.43,1074.0,1.44,<0.1,<0.1,<0.36,2.82,11.5,2.88,1.03,10.39,0.45,12.26,0.28,0.05,2.14,0.402,1.52,0.51
2017-07-24,Lake Erie,OLCI-S3,121.59,0.46,33.45,4067.21,99.97,WE2,5.47,0.75,Surface,12:23,41.7651,-83.3308,11.9,1.7,cloudy,1.5,,25.4,283.8,3,48.4,7.32,345.0,4.56,0.56,0.1,3.85,37.57,62.39,22.25,14.89,15.24,2.38,15.23,1.14,0.23,4.02,2.162,4.32,0.94
2017-07-24,Lake Erie,OLCI-S3,121.59,0.46,33.45,4067.21,99.97,WE2,,4.9,Bottom,,,,,,,,,25.4,289.1,2.3,55.9,5.86,6.0,,0.32,0.1,6.57,36.39,,,,,,,,,,,,
2017-07-24,Lake Erie,OLCI-S3,121.59,0.46,33.45,4067.21,99.97,WE4,8.7,0.75,Surface,9:07,41.8295,-83.1965,19.05,2.54,partly sunny,2.5,,25.6,241.3,1.4,69.6,5.48,242.0,1.59,0.62,0.11,4.9,16.71,18.65,4.75,1.44,20.29,1.05,14.79,0.86,0.13,2.94,0.927,2.95,1.64
2017-07-24,Lake Erie,OLCI-S3,121.59,0.46,33.45,4067.21,99.97,WE6,3.05,0.75,Surface,11:21,41.7072,-83.386,14.28,1.36,cloudy,1,,25.1,280.3,4.2,41.5,5.23,175.0,8.19,<0.1,0.1,0.16,6.27,164.95,32.74,100.09,93.2,3.7,32.6,0.45,0.07,5.72,4.763,9.96,6.57
2017-07-24,Lake Erie,OLCI-S3,121.59,0.46,33.45,4067.21,99.97,WE8,5.41,0.75,Surface,8:15,41.8339,-83.3583,17.11,1.24,sunny,1.5,,25.6,312.2,4.6,38.2,7.24,233.0,4.54,0.51,0.14,5.97,35.41,82.28,44.23,23,15.64,3.42,20.37,1.06,0.18,4.18,2.921,4.56,1.58
2017-07-24,Lake Erie,OLCI-S3,121.59,0.46,33.45,4067.21,99.97,WE8,,4.3,Bottom,,,,,,,,,25.6,314.8,2,60.6,5.17,2.0,,0.2,0.1,5.26,31.5,,,,,,,,,,,,
2017-07-24,Lake Erie,OLCI-S3,121.59,0.46,33.45,4067.21,99.97,WE9,3.09,0.75,Surface,11:47,41.7187,-83.4236,13.09,1.28,cloudy,0.2,,24.9,284.0,28.7,0.1,4.66,41.0,69.8,<0.1,<0.1,0.51,15.31,321.3,3.91,89.33,102.18,3.13,25.12,2.39,0.37,6.07,4.97,71.36,7.18
2017-07-24,Lake Erie,OLCI-S3,121.59,0.46,33.45,4067.21,99.97,WE12,6.87,0.75,Surface,10:38,41.705,-83.2533,15.61,2.48,cloudy,2.1,,25.0,255.0,2.1,59.8,5.39,98.0,2.73,0.12,<0.1,1.68,10.13,19.56,3.59,2.05,10.15,0.6,13.99,0.75,0.13,2.52,0.596,3.96,2.02
2017-07-24,Lake Erie,OLCI-S3,121.59,0.46,33.45,4067.21,99.97,WE12,,6.0,Bottom,,,,,,,,,25.4,257.9,2.1,59.4,5.85,5.0,,0.12,<0.1,1.7,9.5,,,,,,,,,,,,
2017-07-24,Lake Erie,OLCI-S3,121.59,0.46,33.45,4067.21,99.97,WE13,9.4,0.75,Surface,9:57,,,15.94,2.57,cloudy,2.3,,,,,,,,1.56,0.27,0.1,2.87,8.12,17.48,3.54,1.17,59.03,0.6,10.54,0.65,0.11,2.63,0.582,2.63,1.69
2017-07-24,Lake Erie,OLCI-S3,121.59,0.46,33.45,4067.21,99.97,WE13,,8.4,Bottom,,,,,,,,,,,,,,,,0.14,0.1,1.66,8.09,,,,,,,,,,,,
2017-07-31,Lake Erie,OLCI-S3,290.88,1.09,27.31,7944.6,100.0,WE2,5.74,0.75,Surface,14:11,41.7615,-83.3305,3.24,0.55,sunny,0.8,,26.1,263.1,5.4,25.6,6.88,1200.0,9.81,1.8,<0.1,8.31,20.09,40.96,5.02,2.11,42.48,0.93,10.16,1.6,0.36,3.57,0.833,10.0,3.37
2017-07-31,Lake Erie,OLCI-S3,290.88,1.09,27.31,7944.6,100.0,WE2,,4.8,Bottom,,,,,,,,,25.5,271.0,6.9,17.8,4.91,1.0,,<0.1,0.1,1.04,24.6,,,,,,,,,,,,
2017-07-31,Lake Erie,OLCI-S3,290.88,1.09,27.31,7944.6,100.0,WE4,8.69,0.75,Surface,9:16,41.8283,-83.1926,7,0.57,sunny,2.5,,24.2,152.1,1.7,65.5,6,959.0,4.14,0.89,0.17,7.16,15.58,17.32,4.33,1.22,28.07,1.18,10.6,0.8,0.1,3.92,0.86,3.16,1.1
2017-07-31,Lake Erie,OLCI-S3,290.88,1.09,27.31,7944.6,100.0,WE6,3.09,0.75,Surface,12:55,41.7046,-83.3854,1.86,0.6,sunny,0.1,,25.0,290.3,25.5,0.2,5.96,212.0,52.8,1.68,<0.1,0.83,22.27,185.6,59.61,51.55,101.35,3.18,16.6,1.6,0.3,5.61,2.97,41.13,3.64
2017-07-31,Lake Erie,OLCI-S3,290.88,1.09,27.31,7944.6,100.0,WE8,5.17,0.75,Surface,8:23,41.8343,-83.3589,7.97,1.05,sunny,0.8,,24.8,272.2,4.4,33.6,8.62,212.0,10.7,2.72,0.53,26.37,51.92,77.7,17.4,9.36,18.05,2.81,20.82,2.2,0.5,5.8,2.729,10.0,3.91
2017-07-31,Lake Erie,OLCI-S3,290.88,1.09,27.31,7944.6,100.0,WE8,,4.3,Bottom,,,,,,,,,24.7,316.3,7.9,14.2,5.52,0.0,,1.21,0.28,15.78,38.72,,,,,,,,,,,,
2017-07-31,Lake Erie,OLCI-S3,290.88,1.09,27.31,7944.6,100.0,WE9,2.9,0.75,Surface,13:15,41.7178,-83.4261,3.07,0.6,sunny,0.3,,25.8,369.7,17.1,1.4,5.86,346.0,33.7,<0.1,<0.1,1.1,31.35,199.86,86.07,77.12,40.13,2.66,17.02,1.4,0.3,6.36,3.705,24.93,3.17
2017-07-31,Lake Erie,OLCI-S3,290.88,1.09,27.31,7944.6,100.0,WE12,6.92,0.75,Surface,11:53,41.7038,-83.2547,0.84,0.65,sunny,0.4,,24.9,255.8,10.1,8.1,6.23,946.0,18.5,0.47,<0.1,2.29,12.21,45.95,4.3,2.49,95.56,0.54,15.31,1.1,0.2,2.81,0.417,16.4,3.64
2017-07-31,Lake Erie,OLCI-S3,290.88,1.09,27.31,7944.6,100.0,WE12,,6.0,Bottom,,,,,,,,,23.4,264.2,8.6,11.6,5.65,0.0,,0.25,0.1,1.21,15.44,,,,,,,,,,,,
2017-07-31,Lake Erie,OLCI-S3,290.88,1.09,27.31,7944.6,100.0,WE13,9.23,0.75,Surface,10:04,41.745,-83.137,5.05,0.88,sunny,1,,24.5,207.1,4.1,35.7,6.82,1027.0,7.18,0.39,<0.1,2.04,14.52,28.57,2.94,1.68,38.3,0.44,11.01,0.9,0.2,2.32,0.377,7.92,2.42
2017-07-31,Lake Erie,OLCI-S3,290.88,1.09,27.31,7944.6,100.0,WE13,,8.3,Bottom,,,,,,,,,24.1,252.3,4.2,34.6,4.78,0.0,,0.2,<0.1,0.6,9.27,,,,,,,,,,,,
2017-07-31,Lake Erie,OLCI-S3,290.88,1.09,27.31,7944.6,100.0,WE15,4.92,0.75,Surface,10:52,41.6177,-83.0126,2.23,0.84,sunny,0.5,,24.8,259.8,6.7,18.9,7.79,876.0,13.8,2.75,<0.1,10.13,32.5,49.3,3.87,1.97,24.2,0.53,5.04,2.0,0.4,2.96,0.569,13.88,4.58
2017-07-31,Lake Erie,OLCI-S3,290.88,1.09,27.31,7944.6,100.0,WE15,,0.0,Scum,,,,,,,,,,,,,,,,13.5,0.1,113.37,137.94,,,,,,,,,,,,
2017-07-31,Lake Erie,OLCI-S3,290.88,1.09,27.31,7944.6,100.0,2017.1,,0.0,Scum,12:20,41.71,-83.272,,,,,,,,,,,,,61.1,0.95,219.99,358.14,,,,,,,,,,,,
2017-08-07,Lake Erie,OLCI-S3,372.33,1.4,30.99,11537.28,100.0,WE2,5.69,0.75,Surface,13:19,41.7633,-83.3303,3.16,0.46,sunny,1.3,,23.9,263.4,2.1,59.2,5.74,1171.0,6.03,6.53,0.19,11.26,21.52,44.87,7.65,3.38,49.39,1.01,10.15,1.63,0.25,3.19,1.071,5.36,1.66
2017-08-07,Lake Erie,OLCI-S3,372.33,1.4,30.99,11537.28,100.0,WE2,,4.8,Bottom,,,,,,,,,23.1,272.1,2.2,57,5.09,22.0,,1.19,0.18,1.09,8.71,,,,,,,,,,,,
2017-08-07,Lake Erie,OLCI-S3,372.33,1.4,30.99,11537.28,100.0,WE4,8.75,0.75,Surface,9:00,41.8267,-83.1957,5.05,0.63,mostly sunny,3,,22.6,277.3,1.2,74.1,5.84,192.0,2.67,0.89,0.4,3.19,7.33,18.77,9.16,4.91,57.2,1.07,13.6,0.59,0.1,3.19,0.864,2.2,0.1
2017-08-07,Lake Erie,OLCI-S3,372.33,1.4,30.99,11537.28,100.0,WE6,3.07,0.75,Surface,12:21,41.7054,-83.3857,5.47,0.59,sunny,1.3,,23.7,288.6,2.8,50.1,6.72,793.0,9.93,5.12,0.24,25.1,39.98,60.48,40.78,34.62,28.72,1.84,48.99,2.64,0.46,4.82,2.656,9.56,5.74
2017-08-07,Lake Erie,OLCI-S3,372.33,1.4,30.99,11537.28,100.0,WE6,,0.0,Scum,,,,,,,,,,,,,,,,20.17,0.47,282.01,382.22,,,,,,,,,,,,
2017-08-07,Lake Erie,OLCI-S3,372.33,1.4,30.99,11537.28,100.0,WE8,5.18,0.75,Surface,8:15,41.8336,-83.361,6.03,0.47,partly cloudy,2,,22.7,205.6,1.9,62.3,4.39,121.0,3.89,1.35,0.21,9.47,23.1,61.6,9.66,8.08,37.52,0.98,11.4,0.9,0.15,3.16,1.181,4.28,2.06
2017-08-07,Lake Erie,OLCI-S3,372.33,1.4,30.99,11537.28,100.0,WE8,,4.1,Bottom,,,,,,,,,22.7,264.4,1.9,61.4,4.16,5.0,,1.01,0.14,4.66,22.04,,,,,,,,,,,,
2017-08-07,Lake Erie,OLCI-S3,372.33,1.4,30.99,11537.28,100.0,WE9,2.74,0.75,Surface,12:46,41.7178,-83.4227,4.21,0.52,sunny,0.7,,24.3,352.9,7.2,16.4,5.17,627.0,13.0,0.58,<0.1,4.71,15.97,135.28,70.76,62.95,75.34,2.08,23.85,0.96,0.14,5.68,3.232,10.88,3.74
2017-08-07,Lake Erie,OLCI-S3,372.33,1.4,30.99,11537.28,100.0,WE12,6.84,0.75,Surface,11:35,41.7029,-83.2539,4.83,0.58,sunny,1.5,,23.4,248.4,2.4,55.2,5.19,1149.0,2.54,0.5,<0.1,2.46,16.17,32.09,2.75,1.69,24.91,0.36,5.44,0.86,0.14,2.36,0.449,3.88,1.54
2017-08-07,Lake Erie,OLCI-S3,372.33,1.4,30.99,11537.28,100.0,WE12,,5.9,Bottom,,,,,,,,,23.3,251.6,2.6,52,5.53,117.0,,0.22,<0.1,2.81,16.7,,,,,,,,,,,,
2017-08-07,Lake Erie,OLCI-S3,372.33,1.4,30.99,11537.28,100.0,WE13,9.11,0.75,Surface,9:44,41.7442,-83.137,9.91,0.58,sunny,2,,22.9,218.1,2.3,55.9,6.51,307.0,3.83,0.72,0.23,1.24,10.32,21.84,4.22,2.12,11.05,0.59,7.19,0.76,0.14,2.8,0.502,3.72,0.74
2017-08-07,Lake Erie,OLCI-S3,372.33,1.4,30.99,11537.28,100.0,WE13,,8.2,Bottom,,,,,,,,,23.4,256.3,2.5,54,3.79,3.0,,0.37,0.21,2.93,8.24,,,,,,,,,,,,
2017-08-07,Lake Erie,OLCI-S3,372.33,1.4,30.99,11537.28,100.0,WE15,4.72,0.75,Surface,10:40,41.6185,-83.013,6.08,0.64,sunny,2,,22.8,268.9,2.2,57.7,6.19,223.0,4.28,0.94,0.15,4.22,16.1,24.83,4.87,1,17.15,0.51,6.33,1.04,0.17,3.12,0.858,3.72,1.38
2017-08-07,Lake Erie,OLCI-S3,372.33,1.4,30.99,11537.28,100.0,2017.2,,0.0,Scum,13:42,41.7706,-83.3365,,,sunny,,,,,,,,,,109.18,0.47,268.47,222.71,,,,,,,,,,,,
2017-08-14,Lake Erie,OLCI-S3,736.2,2.76,33.35,24549.99,100.0,WE2,5.63,0.75,Surface,13:13,41.7626,-83.329,8.03,0.57,sunny,1.5,,25.4,259.7,1.8,64.3,8.1,1267.0,5.63,4,0.14,23.17,27.06,34.79,5.92,1.56,17.1,0.59,4.36,2.23,0.39,2.91,0.854,5.52,4.1
2017-08-14,Lake Erie,OLCI-S3,736.2,2.76,33.35,24549.99,100.0,WE2,,4.8,Bottom,,,,,,,,,25.1,267.9,1.9,62.6,5.38,52.0,,0.79,0.24,4.68,22.7,,,,,,,,,,,,
2017-08-14,Lake Erie,OLCI-S3,736.2,2.76,33.35,24549.99,100.0,WE4,8.59,0.75,Surface,8:56,41.8262,-83.1941,7.97,0.81,sunny,1.8,,23.5,269.7,2.2,57.1,8.53,552.0,4.35,3.7,0.37,19.25,30.56,16.6,6.74,3.85,429.82,0.94,6,1.66,0.31,3.25,1.3,6.4,2.86
2017-08-14,Lake Erie,OLCI-S3,736.2,2.76,33.35,24549.99,100.0,WE6,2.95,0.75,Surface,12:19,41.7053,-83.3845,5.93,0.47,sunny,0.2,,25.1,274.0,8.2,13.3,10.65,85.0,107.0,288.64,0.59,453.48,531.7,82.45,17.26,13.34,13.34,1.37,8.35,33.04,6.09,5.82,3.124,67.88,62.78
2017-08-14,Lake Erie,OLCI-S3,736.2,2.76,33.35,24549.99,100.0,WE6,,0.0,Scum,,,,,,,,,,,,,,,,21.63,1.13,,,,,,,,,,,,,,
2017-08-14,Lake Erie,OLCI-S3,736.2,2.76,33.35,24549.99,100.0,WE8,5.33,0.75,Surface,8:14,41.8331,-83.3568,5.05,0.96,sunny,1.5,,23.0,192.8,2.2,57.6,6.88,289.0,6.85,3.36,0.44,9.55,38.02,43.81,8.65,5.67,12.14,1.14,7.71,2.22,0.45,4.14,1.657,6.36,4.42
2017-08-14,Lake Erie,OLCI-S3,736.2,2.76,33.35,24549.99,100.0,WE8,,4.5,Bottom,,,,,,,,,23.5,275.6,2,60.8,6.62,2.0,,5.22,0.54,8.21,34.45,,,,,,,,,,,,
2017-08-14,Lake Erie,OLCI-S3,736.2,2.76,33.35,24549.99,100.0,WE9,2.59,0.75,Surface,12:43,41.7177,-83.4225,7.11,0.5,sunny,0.2,,25.3,360.4,11.9,5.1,6.91,472.0,18.8,1.35,0.17,7.22,35.12,94.83,52.56,47.57,202.07,1.89,15.31,1.98,0.4,5.7,3.055,18.4,3.7
2017-08-14,Lake Erie,OLCI-S3,736.2,2.76,33.35,24549.99,100.0,WE12,6.68,0.75,Surface,11:22,41.7028,-83.2548,4.24,0.59,sunny,1.5,,24.3,254.1,2.5,53.2,6.93,1192.0,6.28,1.2,<0.1,3.96,15.05,33.65,1.46,0.95,23.18,0.32,4.04,1.05,0.21,2.61,0.562,5.32,1.58
2017-08-14,Lake Erie,OLCI-S3,736.2,2.76,33.35,24549.99,100.0,WE12,,5.8,Bottom,,,,,,,,,24.1,254.2,3.1,46.5,4.37,14.0,,0.19,<0.1,1.79,22.37,,,,,,,,,,,,
2017-08-14,Lake Erie,OLCI-S3,736.2,2.76,33.35,24549.99,100.0,WE13,9.03,0.75,Surface,9:36,41.7406,-83.1362,7,0.67,sunny,2.3,,23.1,257.0,2,61.1,5.51,919.0,2.63,0.32,0.13,2.37,12.39,27.04,3.26,1.28,68.58,0.64,2.53,0.66,0.13,2.78,0.646,3.32,0.54
2017-08-14,Lake Erie,OLCI-S3,736.2,2.76,33.35,24549.99,100.0,WE13,,8.0,Bottom,,,,,,,,,23.6,261.3,2,60.5,4.86,6.0,,0.39,0.16,2.73,11.89,,,,,,,,,,,,
2017-08-14,Lake Erie,OLCI-S3,736.2,2.76,33.35,24549.99,100.0,WE15,4.58,0.75,Surface,10:25,41.6158,-83.0119,4.35,0.65,sunny,2,,23.7,200.4,2.3,55.7,7.63,1095.0,2.93,2.41,<0.1,4.75,17.16,31.92,4.43,1.15,32.89,0.37,2.73,1.29,0.22,3.13,0.721,4.68,2.58
2017-08-21,Lake Erie,OLCI-S3,765.9,2.87,36.21,27733.16,100.0,WE2,5.68,0.75,Surface,13:13,41.7624,-83.3295,5.74,0.4,partly cloudy,0.3,,26.4,251.8,3.8,38.9,12.5,712.0,12.3,6.84,0.29,61.07,111.87,52.2,7.19,1.44,6.18,0.43,4.1,7.23,1.1,3.71,1.343,17.9,10.06
2017-08-21,Lake Erie,OLCI-S3,765.9,2.87,36.21,27733.16,100.0,WE2,,4.9,Bottom,,,,,,,,,25.1,262.8,3.3,43.5,7.76,2.0,,1.91,0.31,14.75,39.29,,,,,,,,,,,,
2017-08-21,Lake Erie,OLCI-S3,765.9,2.87,36.21,27733.16,100.0,WE4,8.66,0.75,Surface,8:59,41.8265,-83.1978,7,0.64,cloudy,1,,24.1,271.7,2.8,50,8.78,147.0,9.51,6.61,0.31,37.4,54.72,24.77,6.43,1.7,16.14,0.96,5.18,4.2,0.68,3.84,1.626,8.4,3.76
