Date,Lake,Satellite Sensor,Bloom Extent (KM2),Bloom Extent (% of Lake Area),Bloom Intensity (µg/L),Bloom Severity (µg/L km2),Valid Pixels (% of Lake Area),Site,Station Depth (m),Sample Depth (m),Sample Depth (category),Local Time (Eastern Time Zone),Latitude (decimal deg),Longitude (decimal deg),Wind speed (knots),Wave Height (ft),Sky,Secchi Depth (m),Sample Temperature (°C),CTD Temperature (°C),CTD Specific Conductivity (µS/cm),CTD Beam Attenuation (m-1),CTD Tramission (%),CTD Dissolved Oxygen (mg/L),CTD Photosynthetically Active Radiation (µE/m2/s),Turbidity (NTU),Particulate Microcystin (µg/L),Dissolved Microcystin (µg/L),Extracted Phycocyanin (µg/L),Chlorophyll_a,Total Phosphorus (µg P/L),Total Dissolved Phosphorus (µg P/L),Soluble Reactive Phosphorus (µg P/L),Ammonia (µg N/L),Nitrate + Nitrite (mg N/L),Urea (µg N/L),Particulate Organic Carbon (mg/L),Particulate Organic Nitrogen (mg/L),Dissolved Organic Carbon (mg/L),Colored Dissolved Organic Material absorbance (m-1) at 400nm,Total Suspended Solids (mg/L),Volatile Suspended Solids (mg/L)
2016-06-13,Lake Erie,OLCI-S3,136.08,0.51,49.26,6703.63,99.94,WE2,5.5,0.75,Surface,8:42,41.7633,-83.328,10.49,1.55,sunny,0.8,,21.1,263.3,4.6,31.4,7.94,875.0,5.37,<0.1,<0.1,0.65,8.17,76.7,6.9,1.4,17.9,0.47,8.96,0.4,0.05,2.3,0.37,2.02,0.2
2016-06-13,Lake Erie,OLCI-S3,136.08,0.51,49.26,6703.63,99.94,WE2,,4.6,Bottom,,,,,,,,,21.1,263.6,4.8,30,7.31,3.0,,<0.1,<0.1,0.65,6.83,,,,,,,,,,,,
2016-06-13,Lake Erie,OLCI-S3,136.08,0.51,49.26,6703.63,99.94,WE4,8.71,0.75,Surface,13:48,41.8272,-83.1918,7,0.29,mostly sunny,3,,21.8,243.7,1.7,65.7,9.27,1248.0,1.1,<0.1,<0.1,0.06,3.59,14.9,2.2,0.9,56.1,0.34,10.85,0.88,0.16,1.94,0.22,12.27,1.12
2016-06-13,Lake Erie,OLCI-S3,136.08,0.51,49.26,6703.63,99.94,WE6,3.1,0.75,Surface,10:12,41.7068,-83.3852,9.74,0.71,sunny,0.5,,22.6,423.2,11.9,5.1,7.85,529.0,20.6,0.1,0.16,0.27,42.09,202.3,21.0,2.7,7.4,1.73,8.37,2.37,0.37,4.53,1.68,24.53,3.52
2016-06-13,Lake Erie,OLCI-S3,136.08,0.51,49.26,6703.63,99.94,WE8,4.67,0.75,Surface,14:34,41.8347,-83.3635,1.94,0.47,partly sunny,2.8,,22.8,327.7,1.3,71.7,7.76,715.0,1.6,<0.1,<0.1,0.38,3.59,43.6,21.4,3.4,38.9,1.02,16.21,0.44,0.07,2.83,0.68,2.42,0.5
2016-06-13,Lake Erie,OLCI-S3,136.08,0.51,49.26,6703.63,99.94,WE8,,3.9,Bottom,,,,,,,.,,22.1,334.2,1,78.3,6.86,124.0,,<0.1,<0.1,0.21,3.48,,,,,,,,,,,,
2016-06-13,Lake Erie,OLCI-S3,136.08,0.51,49.26,6703.63,99.94,WE9,2.66,0.75,Surface,9:30,41.7173,-83.4222,11.09,0.78,sunny,0.4,,22.7,505.3,11.7,5.4,9.07,340.0,18.4,1.72,1.66,2.92,73.22,215.8,23.6,3.9,31,1.91,12.57,2.48,0.48,5.42,2.36,22.96,4.17
2016-06-13,Lake Erie,OLCI-S3,136.08,0.51,49.26,6703.63,99.94,WE12,6.76,0.75,Surface,11:00,41.7039,-83.2543,8.1,0.9,sunny,0.5,,21.6,309.0,8.5,11.9,8.42,1077.0,12.0,<0.1,<0.1,0.7,14.9,91.6,12.4,1.3,119.9,0.77,8.25,1.09,0.19,2.72,0.75,15.02,1.94
2016-06-13,Lake Erie,OLCI-S3,136.08,0.51,49.26,6703.63,99.94,WE12,,5.9,Bottom,,,,,,,,,20.9,293.6,9,10.6,6.91,0.0,,<0.1,<0.1,0.34,15.15,,,,,,,,,,,,
2016-06-13,Lake Erie,OLCI-S3,136.08,0.51,49.26,6703.63,99.94,WE13,9.15,0.75,Surface,13:07,41.7443,-83.1346,8.94,0.39,sunny,2,,21.4,235.5,2.3,56.2,8.92,1902.0,3.57,<0.1,<0.1,0.06,1.74,24.3,4.3,1.3,36.8,0.41,10.94,0.43,0.09,1.88,0.23,3.92,0.3
2016-06-13,Lake Erie,OLCI-S3,136.08,0.51,49.26,6703.63,99.94,WE13,,8.2,Bottom,,,,,,,,,20.0,235.4,2.9,48.3,6.95,11.0,,<0.1,<0.1,0.11,2.47,,,,,,,,,,,,
2016-06-13,Lake Erie,OLCI-S3,136.08,0.51,49.26,6703.63,99.94,WE15,4.67,0.75,Surface,12:10,41.6189,-83.1449,9.87,0.36,sunny,1.8,,20.8,252.1,2,60,7.99,1711.0,3.68,<0.1,<0.1,0.3,4.53,31.3,30.6,1.1,77.8,0.42,11.95,0.45,0.08,2.04,0.33,4.32,0.5
2016-06-27,Lake Erie,OLCI-S3,154.53,0.58,48.97,7567.06,99.93,WE2,5.75,0.75,Surface,8:36,41.8249,-83.4028,8.72,0.82,sunny,1,,23.7,315.1,2.4,54.6,6.44,116.0,4.42,<0.1,<0.1,0.12,4.03,62.6,14.9,6.4,68.7,0.73,10.98,0.44,0.09,2.83,0.82,5.54,0.26
2016-06-27,Lake Erie,OLCI-S3,154.53,0.58,48.97,7567.06,99.93,WE2,,4.6,Bottom,,,,,,,,,23.1,287.0,2.9,48.1,6.08,7.0,,<0.1,<0.1,0.13,3.2,,,,,,,,,,,,
2016-06-27,Lake Erie,OLCI-S3,154.53,0.58,48.97,7567.06,99.93,WE4,8.76,0.75,Surface,13:18,41.826,-83.1928,8.94,0.46,sunny,2.5,,24.2,255.9,1.1,76.8,8.83,1750.0,0.8,<0.1,<0.1,0.11,4.31,12.3,2.7,0.8,10.2,0.4,10.47,0.43,0.08,1.82,0.3,1.5,0.2
2016-06-27,Lake Erie,OLCI-S3,154.53,0.58,48.97,7567.06,99.93,WE6,2.87,0.75,Surface,10:05,41.7048,-83.3858,8.71,0.88,sunny,1.2,,25.8,494.0,1.7,64.6,5.67,93.0,2.56,0.6,0.45,0.99,4.25,253.8,67.2,29.9,134.1,1.58,51.01,1.51,0.3,5.06,1.83,6.2,2.37
2016-06-27,Lake Erie,OLCI-S3,154.53,0.58,48.97,7567.06,99.93,WE8,4.37,0.75,Surface,14:09,41.8347,-83.368,8.94,0.7,sunny,2.5,,25.0,323.9,0.9,79.7,8.26,1410.0,1.58,<0.1,<0.1,0.2,2.55,29.4,7.1,2,54.3,0.77,9.79,0.69,0.14,2.98,0.76,2.02,0.24
2016-06-27,Lake Erie,OLCI-S3,154.53,0.58,48.97,7567.06,99.93,WE8,,3.6,Bottom,,,,,,,,,24.8,323.4,0.9,79,6.55,397.0,,<0.1,<0.1,0.34,2.44,,,,,,,,,,,,
2016-06-27,Lake Erie,OLCI-S3,154.53,0.58,48.97,7567.06,99.93,WE9,2.42,0.75,Surface,9:29,41.7177,-83.4262,8.96,0.86,sunny,0.5,,24.6,475.5,8.8,11.1,4.3,39.0,14.4,<0.1,0.1,4.79,15.87,192.1,32.1,15.3,162.1,2.81,56.44,1.59,0.29,4.55,2.14,16.4,2.17
2016-06-27,Lake Erie,OLCI-S3,154.53,0.58,48.97,7567.06,99.93,WE12,6.73,0.75,Surface,10:46,41.7036,-83.2557,8.94,0.9,sunny,1,,24.0,289.7,2.8,50.1,5.86,170.0,4.91,<0.1,<0.1,0.17,6.73,44.4,6.2,2.1,18.9,0.55,8.42,0.66,0.12,2.46,0.59,5.48,0.33
2016-06-27,Lake Erie,OLCI-S3,154.53,0.58,48.97,7567.06,99.93,WE12,,5.8,Bottom,,,,,,,,,23.5,287.8,2.6,51.6,6.54,10.0,,<0.1,<0.1,0.14,4.6,,,,,,,,,,,,
2016-06-27,Lake Erie,OLCI-S3,154.53,0.58,48.97,7567.06,99.93,WE13,9.01,0.75,Surface,12:40,41.7423,-83.1357,8.94,0.42,sunny,3,,23.8,234.0,1.1,76.5,6.67,1794.0,0.95,<0.1,<0.1,0.07,2.24,4.0,2.7,0.9,6.1,0.31,7.8,0.32,0.06,2.24,0.24,1.34,0.26
2016-06-27,Lake Erie,OLCI-S3,154.53,0.58,48.97,7567.06,99.93,WE13,,8.1,Bottom,,,,,,,,,22.8,235.7,1.6,67.3,6.77,169.0,,<0.1,<0.1,0.18,2.33,,,,,,,,,,,,
2016-06-27,Lake Erie,OLCI-S3,154.53,0.58,48.97,7567.06,99.93,WE15,4.55,0.75,Surface,11:47,41.6184,-83.0144,9.57,1.02,sunny,1.8,,25.0,301.4,1.2,73.3,8.73,458.0,2.79,<0.1,<0.1,0.27,3.27,25.3,6.6,2.3,41.7,0.63,14.14,0.31,0.06,2.97,0.53,2.08,0.32
2016-07-05,Lake Erie,OLCI-S3,149.49,0.56,51.05,7631.85,99.94,WE2,5.42,0.75,Surface,8:38,41.9336,-83.5683,6.91,0.5,cloudy,1.5,,23.1,281.1,2.1,59.9,9.2,176.0,3.9,<0.1,<0.1,0.14,4.13,40.5,8.6,2.1,34.7,0.43,7.23,0.4,0.08,2.67,0.46,4.28,0.4
2016-07-05,Lake Erie,OLCI-S3,149.49,0.56,51.05,7631.85,99.94,WE2,,4.4,Bottom,,,,,,,,,23.0,279.5,2.1,58.5,6.36,11.0,,<0.1,<0.1,0.34,3.66,,,,,,,,,,,,
2016-07-05,Lake Erie,OLCI-S3,149.49,0.56,51.05,7631.85,99.94,WE4,8.86,0.75,Surface,12:55,41.826,-83.1918,9.91,0.4,sunny,2.5,,23.7,244.7,1.4,71.2,9.07,1869.0,0.93,<0.1,<0.1,0.14,2.48,8.6,3.2,0.9,14.6,0.34,12.98,0.32,0.05,2.31,0.29,1.82,0.12
2016-07-05,Lake Erie,OLCI-S3,149.49,0.56,51.05,7631.85,99.94,WE6,2.77,0.75,Surface,9:46,41.7919,-83.4394,7.17,0.48,sunny,1.3,,23.1,481.7,1.8,63.9,7.53,188.0,2.94,0.14,0.11,1.29,11.79,63.4,11.4,1.2,36.5,2.96,14.98,0.93,0.18,5.71,2.27,4.33,1.17
2016-07-05,Lake Erie,OLCI-S3,149.49,0.56,51.05,7631.85,99.94,WE8,4.91,0.75,Surface,13:43,41.8343,-83.3598,8.94,0.21,sunny,3.5,,24.4,305.4,0.8,81.5,8.89,1777.0,0.95,<0.1,<0.1,0.78,3.54,23.8,6.4,1,47.1,0.6,9.95,0.4,0.06,3.09,0.63,1.43,0.44
2016-07-05,Lake Erie,OLCI-S3,149.49,0.56,51.05,7631.85,99.94,WE8,,4.1,Bottom,,,,,,,,,23.4,302.5,0.8,81,6.01,420.0,,<0.1,<0.1,0.51,2.3,,,,,,,,,,,,
2016-07-05,Lake Erie,OLCI-S3,149.49,0.56,51.05,7631.85,99.94,WE9,2.31,0.75,Surface,9:21,41.7367,-83.5747,7.21,0.47,partly sunny,0.3,,23.9,470.2,13.9,3.1,5.24,52.0,29.1,<0.1,<0.1,1.93,26.25,361.4,72.9,42.3,188.8,9.45,98.18,1.67,0.3,6.94,3.63,27.4,3.21
2016-07-05,Lake Erie,OLCI-S3,149.49,0.56,51.05,7631.85,99.94,WE12,6.52,0.75,Surface,10:24,41.7578,-83.35,7.04,0.57,sunny,0.5,,23.5,332.9,5.1,28.3,9.04,266.0,9.43,<0.1,<0.1,0.19,5.21,73.8,12.3,5.4,43.4,0.73,7.21,0.76,0.14,3.31,0.85,10.93,1.04
2016-07-05,Lake Erie,OLCI-S3,149.49,0.56,51.05,7631.85,99.94,WE12,,5.7,Bottom,,,,,,,,,23.0,332.9,5.9,22.6,6.54,0.0,,<0.1,<0.1,0.21,3.93,,,,,,,,,,,,
2016-07-05,Lake Erie,OLCI-S3,149.49,0.56,51.05,7631.85,99.94,WE13,8.98,0.75,Surface,12:14,41.8892,-83.2197,8.94,0.46,sunny,2.5,,23.4,238.2,1,77.3,9.08,703.0,0.93,<0.1,<0.1,0.05,3.24,6.3,2.7,1.1,7.3,0.33,<0.9,0.36,0.05,2.31,0.28,3.18,0.5
2016-07-05,Lake Erie,OLCI-S3,149.49,0.56,51.05,7631.85,99.94,WE13,,8.0,Bottom,,,,,,,,,23.2,238.3,1.6,67,5.18,75.0,,<0.1,<0.1,0.27,3.67,,,,,,,,,,,,
2016-07-05,Lake Erie,OLCI-S3,149.49,0.56,51.05,7631.85,99.94,WE15,4.38,0.75,Surface,11:22,41.6392,-83.2389,5.64,0.5,sunny,1.3,,23.7,273.7,1.4,70,7.62,271.0,1.75,<0.1,<0.1,1.22,4.93,26.9,5.5,0.9,61.5,0.45,4.42,0.37,0.07,2.68,0.5,0.45,0.8
2016-07-11,Lake Erie,OLCI-S3,158.85,0.6,50.02,7946.17,99.99,WE2,5.33,0.75,Surface,8:27,,,8.43,0.98,partly cloudy,2,,24.4,305.1,1.7,65,8.96,219.0,3.1,0.14,<0.1,0.45,4.14,45.7,8.8,1,37.8,0.47,2.94,0.46,0.09,2.67,0.59,5.07,0.97
2016-07-11,Lake Erie,OLCI-S3,158.85,0.6,50.02,7946.17,99.99,WE2,,4.5,Bottom,,,,,,,,,24.5,296.3,1.6,67,5.53,21.0,,0.14,<0.1,0.49,4.2,,,,,,,,,,,,
2016-07-11,Lake Erie,OLCI-S3,158.85,0.6,50.02,7946.17,99.99,WE4,8.66,0.75,Surface,13:00,,,7,0.48,partly cloudy,3,,24.8,228.7,1.1,76.8,8.08,704.0,1.08,<0.1,<0.1,0.13,1.82,11.4,3.0,0.7,29.9,0.27,<0.9,0.3,0.07,2.07,0.22,1.8,0.5
2016-07-11,Lake Erie,OLCI-S3,158.85,0.6,50.02,7946.17,99.99,WE6,2.69,0.75,Surface,9:40,,,9.81,0.46,mostly sunny,1,,25.1,439.4,2.6,51.9,8.65,369.0,4.3,0.55,0.15,4.46,36.04,101.6,18.7,2.3,24,4.81,7.22,1.67,0.31,5.69,2.62,6.5,3.31
2016-07-11,Lake Erie,OLCI-S3,158.85,0.6,50.02,7946.17,99.99,WE8,4.96,0.75,Surface,13:54,,,7,0.45,partly cloudy,2,,26.0,294.4,1.4,70.1,7.03,687.0,2.5,0.62,<0.1,4.37,9.86,45.6,6.7,0.6,17.9,0.63,5.78,1.13,0.19,2.94,0.61,3.97,2.17
2016-07-11,Lake Erie,OLCI-S3,158.85,0.6,50.02,7946.17,99.99,WE8,,4.3,Bottom,,,,,,,,,25.0,299.3,1.1,76.7,6.26,88.0,,0.26,<0.1,0.74,3.5,,,,,,,,,,,,
2016-07-11,Lake Erie,OLCI-S3,158.85,0.6,50.02,7946.17,99.99,WE9,2.53,0.75,Surface,9:15,,,9.31,0.53,mostly sunny,0.5,,25.2,438.0,6.8,18.4,8.94,331.0,10.8,2.53,<0.1,2.23,35.51,163.3,17.6,4.8,24.2,5.15,7.01,1.55,0.3,5.52,2.73,14.87,4.21
2016-07-11,Lake Erie,OLCI-S3,158.85,0.6,50.02,7946.17,99.99,WE12,6.76,0.75,Surface,10:24,,,9.28,0.94,sunny,0.8,,24.9,366.5,4.2,35.1,8.1,939.0,10.4,1.32,0.13,2.44,12.55,79.2,9.1,6.5,50.5,0.92,7.34,1.12,0.21,3.63,1.04,9.8,2.61
2016-07-11,Lake Erie,OLCI-S3,158.85,0.6,50.02,7946.17,99.99,WE12,,5.8,Bottom,,,,,,,,,24.7,360.7,4.8,30.5,6.23,1.0,,0.27,0.12,0.29,5.81,,,,,,,,,,,,
2016-07-11,Lake Erie,OLCI-S3,158.85,0.6,50.02,7946.17,99.99,WE13,8.94,0.75,Surface,12:22,,,8.94,0.5,sunny,2.5,,25.1,246.3,1.3,71.4,7.29,1845.0,1.77,<0.1,<0.1,0.09,3.42,13.2,3.3,1,13,0.35,<0.9,0.38,0.06,2.18,0.27,2.53,0.99
2016-07-11,Lake Erie,OLCI-S3,158.85,0.6,50.02,7946.17,99.99,WE13,,8.0,Bottom,,,,,,,,,24.0,242.6,1.4,71,6.87,84.0,,<0.1,<0.1,0.21,3.76,,,,,,,,,,,,
2016-07-11,Lake Erie,OLCI-S3,158.85,0.6,50.02,7946.17,99.99,WE15,4.5,0.75,Surface,11:28,,,9.64,0.45,sunny,2.5,,25.5,275.9,1.1,75.8,6.63,1645.0,1.62,0.14,<0.1,0.19,4.75,24.7,5.0,1.6,37.6,0.42,5.06,0.43,0.08,2.49,0.4,2.28,1.15
2016-07-18,Lake Erie,OLCI-S3,157.77,0.59,49.85,7864.66,100.0,WE2,5.31,0.75,Surface,8:17,41.7628,-83.3321,11.34,1.18,cloudy,0.5,,24.8,396.8,4.4,33.6,8.1,141.0,6.67,2.53,0.55,7.31,60.59,78.0,9.7,1.3,11.5,2.15,5.44,2.27,0.36,4.77,1.64,15.27,4.51
2016-07-18,Lake Erie,OLCI-S3,157.77,0.59,49.85,7864.66,100.0,WE2,,4.3,Bottom,,,,,,,,,24.8,397.1,4,36.7,7.84,1.0,,2.72,0.42,3.96,60.69,,,,,,,,,,,,
2016-07-18,Lake Erie,OLCI-S3,157.77,0.59,49.85,7864.66,100.0,WE4,7.57,0.75,Surface,12:23,41.826,-83.1947,14,1.85,mostly cloudy,2.3,,24.9,263.2,2.5,62.4,7.13,704.0,1.41,<0.1,<0.1,0.67,4.42,20.3,5.0,0.6,56.5,0.37,<0.9,0.4,0.07,2.37,0.42,2.18,0.67
2016-07-18,Lake Erie,OLCI-S3,157.77,0.59,49.85,7864.66,100.0,WE6,2.78,0.75,Surface,9:15,41.7055,-83.3866,14.43,1.01,cloudy,0.8,,24.4,363.6,3.6,41,6.61,187.0,6.6,1.71,0.3,3.44,52.54,92.2,9.7,0.6,13.7,1.55,3.66,1.91,0.3,4.14,1.46,10.9,3.47
2016-07-18,Lake Erie,OLCI-S3,157.77,0.59,49.85,7864.66,100.0,WE8,4.79,0.75,Surface,13:12,41.8338,-83.3511,17.11,0.7,sunny,1.3,,25.2,305.6,2.1,60.4,6.91,1368.0,6.93,2.82,0.43,5.15,16.28,49.9,8.7,1.4,40.8,0.62,<0.9,1.24,0.21,3.06,0.78,4.23,3.11
2016-07-18,Lake Erie,OLCI-S3,157.77,0.59,49.85,7864.66,100.0,WE8,,3.8,Bottom,,,,,,,,,25.1,305.7,1.3,71.8,7.09,151.0,,1.62,0.55,3.81,17.66,,,,,,,,,,,,
2016-07-18,Lake Erie,OLCI-S3,157.77,0.59,49.85,7864.66,100.0,WE9,2.43,0.75,Surface,8:53,41.718,-83.4245,16.7,1.18,cloudy,0.3,,24.6,391.6,8.9,10.8,8.05,102.0,17.5,0.86,0.38,1.33,43.56,168.7,11.4,2.5,10.8,2.08,4.57,1.84,0.31,4.52,1.68,21.7,4.47
2016-07-18,Lake Erie,OLCI-S3,157.77,0.59,49.85,7864.66,100.0,WE12,6.66,0.75,Surface,9:50,41.7041,-83.2565,9.59,1.59,cloudy,0.8,,24.5,243.6,4.2,35.5,7.93,367.0,6.44,0.19,<0.1,0.24,7.93,44.7,4.6,0.7,8.1,0.22,<0.9,0.58,0.09,2.05,0.39,7.5,1.21
2016-07-18,Lake Erie,OLCI-S3,157.77,0.59,49.85,7864.66,100.0,WE12,,5.6,Bottom,,,,,,,,,24.5,243.3,4.4,33.6,6.84,2.0,,0.17,<0.1,0.24,6.86,,,,,,,,,,,,
2016-07-18,Lake Erie,OLCI-S3,157.77,0.59,49.85,7864.66,100.0,WE13,8.93,0.75,Surface,11:43,41.743,-83.1377,15.94,2.01,mostly cloudy,2.3,,24.7,229.2,3.9,41.7,7.54,616.0,2.62,<0.1,<0.1,0.34,6.26,21.1,2.5,0.7,14.9,0.26,<0.9,0.44,0.07,2.05,0.36,3.18,0.9
2016-07-18,Lake Erie,OLCI-S3,157.77,0.59,49.85,7864.66,100.0,WE13,,8.0,Bottom,,,,,,,,,24.7,235.3,2,60.2,7.13,16.0,,<0.1,<0.1,0.3,5.4,,,,,,,,,,,,
2016-07-18,Lake Erie,OLCI-S3,157.77,0.59,49.85,7864.66,100.0,WE15,4.43,0.75,Surface,10:48,41.6186,-83.0145,11.03,0.98,cloudy,2,,25.0,286.7,0.9,79.5,7.09,500.0,1.63,<0.1,<0.1,0.17,4.34,18.7,5.1,1.4,37.5,0.41,3.02,0.23,0.04,2.4,0.59,1.43,0.57
2016-07-25,Lake Erie,OLCI-S3,153.45,0.58,43.37,6655.8,100.0,WE2,5.25,0.75,Surface,8:31,41.7635,-83.3324,14.07,1.43,cloudy,0.8,,25.9,272.5,3.4,43.2,8.13,110.0,7.06,1.36,0.27,4.88,19.67,49.0,4.8,0.6,23.4,0.44,3.08,1.34,0.22,2.59,0.55,8.57,2.14
2016-07-25,Lake Erie,OLCI-S3,153.45,0.58,43.37,6655.8,100.0,WE2,,4.1,Bottom,,,,,,,,,25.9,271.8,3.4,42.6,6.49,3.0,,1.6,0.34,3.1,18.61,,,,,,,,,,,,
2016-07-25,Lake Erie,OLCI-S3,153.45,0.58,43.37,6655.8,100.0,WE4,8.72,0.75,Surface,13:42,41.8257,-83.1927,18.08,1.57,mostly sunny,1.8,,25.9,267.1,2.9,51.9,7.53,1229.0,3.32,1.44,0.31,3.74,11.39,33.8,6.0,1,17.7,0.2,6.93,1.03,0.18,2.46,0.44,7.7,4.11
2016-07-25,Lake Erie,OLCI-S3,153.45,0.58,43.37,6655.8,100.0,WE6,2.56,0.75,Surface,9:53,41.706,-83.3868,12.43,0.69,cloudy,0.8,,26.9,393.0,2.9,48,6.66,210.0,7.68,4.69,1.76,3.69,26.61,101.0,12.3,1.6,35.3,2.29,11.44,1.89,0.34,4.99,1.82,6.97,4.31
2016-07-25,Lake Erie,OLCI-S3,153.45,0.58,43.37,6655.8,100.0,WE8,5.01,0.75,Surface,14:36,41.8325,-83.3605,13.02,0.64,sunny,1.3,,26.8,310.5,1.6,67.7,7.4,1189.0,5.08,2.69,0.31,3.56,13.7,39.1,7.2,0.3,13.6,0.65,5.21,1.34,0.2,3.58,0.85,,3.22
2016-07-25,Lake Erie,OLCI-S3,153.45,0.58,43.37,6655.8,100.0,WE8,,4.2,Bottom,,,,,,,,,26.4,311.0,2.5,53,6.34,84.0,,3.72,0.47,3.68,15.75,,,,,,,,,,,,
2016-07-25,Lake Erie,OLCI-S3,153.45,0.58,43.37,6655.8,100.0,WE9,2.07,0.75,Surface,9:18,41.7178,-83.4239,13.39,0.79,cloudy,0.3,,26.4,356.5,10.7,6.8,7.19,80.0,20.3,2.96,0.69,3.75,41.84,173.1,11.2,1.5,35.2,1.53,7.29,2.34,0.44,4.33,1.39,,5.97
2016-07-25,Lake Erie,OLCI-S3,153.45,0.58,43.37,6655.8,100.0,WE12,6.39,0.75,Surface,10:47,41.7038,-83.2553,12.52,0.9,cloudy,0.8,,26.0,224.0,3.9,37.8,8.01,377.0,5.95,0.3,<0.1,0.45,6.76,45.7,5.0,0.7,18.7,0.15,4.92,0.72,0.12,2.54,0.39,,2.34
2016-07-25,Lake Erie,OLCI-S3,153.45,0.58,43.37,6655.8,100.0,WE12,,5.4,Bottom,,,,,,,,,25.9,245.3,3.9,38,6.61,6.0,,0.26,<0.1,0.45,6.72,,,,,,,,,,,,
2016-07-25,Lake Erie,OLCI-S3,153.45,0.58,43.37,6655.8,100.0,WE13,8.81,0.75,Surface,13:00,41.7421,-83.1395,18.08,1.45,cloudy,1.8,,25.9,245.9,1.6,66.7,7.56,509.0,1.76,0.78,<0.1,1.2,8.24,22.4,4.3,0.4,12.7,0.18,3.65,0.63,0.13,2.12,0.34,,2.07
2016-07-25,Lake Erie,OLCI-S3,153.45,0.58,43.37,6655.8,100.0,WE13,,8.0,Bottom,,,,,,,,,25.8,246.4,2,60,7.07,8.0,,0.6,<0.1,0.87,7.35,,,,,,,,,,,,
2016-07-25,Lake Erie,OLCI-S3,153.45,0.58,43.37,6655.8,100.0,WE15,4.26,0.75,Surface,11:56,41.6189,-83.0097,13,1.3,cloudy,2,,26.6,274.7,1.6,67.9,7.08,383.0,2.13,1.16,0.12,2.73,8.86,31.8,5.5,0.6,28.6,0.19,4.57,0.8,0.13,2.56,0.49,1.9,2.87
2016-08-01,Lake Erie,OLCI-S3,253.62,0.95,24.22,6141.61,100.0,WE2,5.45,0.75,Surface,8:25,41.7649,-83.3301,8.01,0.67,sunny,0.8,,26.1,287.6,3.3,43.4,6.46,540.0,6.62,4.03,0.33,4.2,22.69,71.0,7.7,0.7,9.3,0.23,3.46,2.16,0.39,3.29,0.61,8.68,3.09
2016-08-01,Lake Erie,OLCI-S3,253.62,0.95,24.22,6141.61,100.0,WE2,,4.8,Bottom,,,,,,,,,26.1,289.8,3.3,44,6.32,4.0,,3.23,0.34,4.03,26.15,,,,,,,,,,,,
2016-08-01,Lake Erie,OLCI-S3,253.62,0.95,24.22,6141.61,100.0,WE4,8.34,0.75,Surface,12:35,41.8268,-83.193,6.03,0.7,sunny,1.5,,26.3,216.8,1.5,69,7.22,1811.0,1.52,0.18,0.14,0.25,4.22,10.6,2.6,0.6,12.2,0.15,<0.9,0.51,0.09,2.03,0.13,2.7,0.82
2016-08-01,Lake Erie,OLCI-S3,253.62,0.95,24.22,6141.61,100.0,WE6,2.85,0.75,Surface,9:30,41.706,-83.3861,8.75,0.66,sunny,0.3,,26.5,358.0,11.5,5.7,7.62,189.0,24.0,7.26,0.38,14.62,52.99,199.6,8.3,1.2,9.6,1.22,5.55,4.46,0.83,4.81,1.32,21.84,8.29
2016-08-01,Lake Erie,OLCI-S3,253.62,0.95,24.22,6141.61,100.0,WE8,4.91,0.75,Surface,13:16,41.8346,-83.3565,5.05,0.69,sunny,1,,27.2,266.2,2.3,56.8,7.72,1094.0,3.81,1.44,0.37,6.05,15.3,43.0,4.5,0.8,11.5,0.13,3.58,1.68,0.27,2.85,0.16,5.48,4.45
2016-08-01,Lake Erie,OLCI-S3,253.62,0.95,24.22,6141.61,100.0,WE8,,4.2,Bottom,,,,,,,,,26.1,269.7,2.9,48.8,7.46,72.0,,1.56,0.36,10.34,36.57,,,,,,,,,,,,
2016-08-01,Lake Erie,OLCI-S3,253.62,0.95,24.22,6141.61,100.0,WE9,2.55,0.75,Surface,9:07,41.7183,-83.4219,8.62,0.63,sunny,0.3,,26.8,424.5,8.9,10.7,6.34,263.0,18.1,3.53,0.44,22.68,48.44,203.0,13.2,3.7,4.9,2.57,10.01,3.29,0.64,5.08,1.77,18.24,6.45
2016-08-01,Lake Erie,OLCI-S3,253.62,0.95,24.22,6141.61,100.0,WE12,6.62,0.75,Surface,10:06,41.7048,-83.2544,8.24,0.67,mostly cloudy,0.8,,26.2,287.3,5,28.9,7.14,784.0,8.87,2.56,0.24,4.83,25.53,71.7,5.8,0.6,1.7,0.38,2.83,1.98,0.36,2.98,0.65,9.72,6.69
2016-08-01,Lake Erie,OLCI-S3,253.62,0.95,24.22,6141.61,100.0,WE12,,5.7,Bottom,,,,,,,,,26.1,286.8,4.4,33.4,6.56,2.0,,2.65,0.21,9.36,22.08,,,,,,,,,,,,
2016-08-01,Lake Erie,OLCI-S3,253.62,0.95,24.22,6141.61,100.0,WE13,8.91,0.75,Surface,11:59,41.7444,-83.1351,7,0.73,sunny,1,,26.7,262.3,1.9,61.8,8.03,1259.0,4.23,2.35,0.42,7.79,33.12,35.6,5.0,0.8,4,0.11,2.84,1.58,0.26,2.62,0.48,4.92,0.37
2016-08-01,Lake Erie,OLCI-S3,253.62,0.95,24.22,6141.61,100.0,WE13,,7.0,Bottom,,,,,,,,,26.1,265.7,1.9,62.7,6.43,6.0,,3.21,0.49,5.23,12.92,,,,,,,,,,,,
